userId,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
user2427,19.0,25.0,72.0,82.0,43.0,43.0,10.0,64.0,84.0,36.0
user2428,,11.0,1.0,100.0,54.0,61.0,73.0,62.0,90.0,95.0
user2429,,87.0,,39.0,1.0,88.0,55.0,65.0,81.0,80.0
user2430,,58.0,,99.0,78.0,70.0,57.0,6.0,16.0,36.0
user2431,34.0,,49.0,,30.0,,91.0,78.0,37.0,
user2432,98.0,11.0,25.0,31.0,,29.0,,82.0,64.0,40.0
user2433,48.0,24.0,46.0,92.0,8.0,16.0,,80.0,35.0,39.0
user2434,98.0,91.0,83.0,77.0,87.0,41.0,63.0,86.0,6.0,53.0
user2435,14.0,25.0,37.0,67.0,78.0,61.0,84.0,84.0,98.0,
user2436,12.0,,,56.0,78.0,23.0,80.0,35.0,,76.0
user2437,,27.0,62.0,70.0,,68.0,7.0,70.0,49.0,
user2438,93.0,10.0,88.0,33.0,,69.0,40.0,95.0,75.0,43.0
user2439,40.0,45.0,46.0,,92.0,91.0,18.0,,41.0,47.0
user2440,2.0,,,1.0,99.0,67.0,30.0,14.0,95.0,41.0
user2441,55.0,15.0,36.0,25.0,,59.0,86.0,37.0,17.0,22.0
user2442,31.0,37.0,49.0,,,43.0,,16.0,41.0,81.0
user2443,29.0,,5.0,21.0,,14.0,57.0,69.0,72.0,96.0
user2444,73.0,,89.0,,38.0,97.0,83.0,18.0,92.0,84.0
user2445,19.0,15.0,79.0,63.0,88.0,76.0,62.0,53.0,86.0,
user2446,16.0,41.0,51.0,,,58.0,64.0,77.0,31.0,29.0
user2447,59.0,77.0,47.0,65.0,23.0,93.0,,,77.0,73.0
user2448,,25.0,58.0,97.0,38.0,64.0,6.0,71.0,,2.0
user2449,2.0,70.0,11.0,51.0,3.0,45.0,86.0,76.0,61.0,21.0
user2450,7.0,60.0,65.0,81.0,,,15.0,87.0,34.0,46.0
user2451,76.0,9.0,4.0,92.0,81.0,76.0,,,14.0,
user2452,37.0,24.0,53.0,21.0,27.0,6.0,5.0,,,62.0
user2453,20.0,6.0,90.0,87.0,23.0,18.0,45.0,41.0,72.0,77.0
user2454,94.0,97.0,15.0,45.0,12.0,31.0,46.0,84.0,21.0,69.0
user2455,42.0,15.0,64.0,48.0,33.0,83.0,76.0,47.0,98.0,
user2456,,,95.0,,84.0,,,11.0,79.0,17.0
user2457,,98.0,85.0,50.0,60.0,40.0,70.0,35.0,85.0,36.0
user2458,,18.0,70.0,69.0,99.0,60.0,,,,29.0
user2459,37.0,85.0,,27.0,8.0,62.0,79.0,94.0,36.0,51.0
user2460,,6.0,64.0,65.0,85.0,90.0,,39.0,15.0,
user2461,49.0,69.0,71.0,39.0,58.0,66.0,36.0,78.0,,83.0
user2462,,69.0,91.0,81.0,,,77.0,,67.0,77.0
user2463,,39.0,13.0,71.0,93.0,,,13.0,93.0,34.0
user2464,,67.0,23.0,24.0,15.0,,42.0,83.0,84.0,88.0
user2465,78.0,51.0,72.0,18.0,93.0,21.0,73.0,,31.0,99.0
user2466,54.0,49.0,59.0,16.0,44.0,39.0,11.0,31.0,11.0,
user2467,26.0,,89.0,59.0,77.0,70.0,93.0,19.0,54.0,68.0
user2468,92.0,35.0,90.0,50.0,37.0,20.0,82.0,45.0,,14.0
user2469,50.0,60.0,,85.0,2.0,59.0,61.0,88.0,94.0,99.0
user2470,46.0,75.0,53.0,40.0,,,71.0,86.0,83.0,8.0
user2471,56.0,85.0,40.0,86.0,34.0,39.0,82.0,,,
user2472,,42.0,90.0,55.0,26.0,,16.0,35.0,3.0,52.0
user2473,42.0,25.0,57.0,,23.0,18.0,2.0,5.0,38.0,36.0
user2474,82.0,36.0,44.0,37.0,12.0,70.0,72.0,30.0,23.0,25.0
user2475,22.0,24.0,24.0,19.0,21.0,44.0,62.0,64.0,64.0,10.0
user2476,86.0,5.0,78.0,77.0,34.0,8.0,,,,
user2477,60.0,82.0,22.0,97.0,23.0,24.0,18.0,30.0,,22.0
user2478,77.0,8.0,42.0,,54.0,46.0,94.0,97.0,97.0,42.0
user2479,80.0,58.0,83.0,6.0,77.0,3.0,,53.0,17.0,49.0
user2480,42.0,,69.0,99.0,72.0,33.0,76.0,17.0,93.0,74.0
user2481,58.0,75.0,70.0,45.0,51.0,,,45.0,21.0,32.0
user2482,,13.0,56.0,24.0,34.0,26.0,2.0,63.0,17.0,85.0
user2483,10.0,92.0,35.0,43.0,9.0,,72.0,95.0,96.0,40.0
user2484,23.0,38.0,69.0,64.0,53.0,9.0,11.0,,72.0,60.0
user2485,24.0,9.0,20.0,27.0,,38.0,4.0,99.0,41.0,2.0
user2486,,13.0,58.0,,22.0,76.0,,70.0,52.0,
user2487,58.0,,23.0,27.0,95.0,,39.0,41.0,5.0,66.0
user2488,100.0,,60.0,46.0,,41.0,69.0,14.0,24.0,60.0
user2489,24.0,33.0,4.0,21.0,79.0,,94.0,,53.0,61.0
user2490,,42.0,80.0,47.0,72.0,19.0,39.0,24.0,36.0,93.0
user2491,,82.0,52.0,61.0,21.0,66.0,30.0,,,66.0
user2492,,39.0,100.0,,44.0,82.0,36.0,34.0,40.0,16.0
user2493,90.0,32.0,7.0,97.0,,3.0,26.0,,11.0,
user2494,61.0,35.0,11.0,25.0,4.0,45.0,,62.0,62.0,46.0
user2495,55.0,94.0,,55.0,,,65.0,41.0,95.0,91.0
user2496,1.0,81.0,9.0,66.0,59.0,72.0,97.0,36.0,48.0,14.0
user2497,23.0,77.0,,67.0,,,59.0,1.0,42.0,72.0
user2498,55.0,,50.0,37.0,88.0,62.0,13.0,27.0,,
user2499,42.0,52.0,,80.0,98.0,28.0,79.0,70.0,4.0,1.0
user2500,88.0,21.0,69.0,,,26.0,96.0,55.0,44.0,66.0
user2501,97.0,69.0,28.0,99.0,,44.0,16.0,2.0,95.0,
user2502,71.0,64.0,71.0,13.0,,75.0,9.0,9.0,41.0,88.0
user2503,73.0,41.0,11.0,,55.0,79.0,,77.0,45.0,32.0
user2504,54.0,80.0,,41.0,63.0,96.0,58.0,,83.0,5.0
user2505,27.0,,68.0,30.0,10.0,49.0,29.0,74.0,48.0,35.0
user2506,71.0,,32.0,40.0,,,45.0,41.0,93.0,40.0
user2507,78.0,,81.0,86.0,,81.0,67.0,61.0,,35.0
user2508,63.0,69.0,6.0,76.0,,,13.0,,79.0,
user2509,98.0,,15.0,37.0,32.0,,,27.0,46.0,62.0
user2510,65.0,,75.0,84.0,,91.0,37.0,67.0,,97.0
user2511,78.0,2.0,17.0,15.0,42.0,84.0,42.0,58.0,94.0,84.0
user2512,83.0,90.0,18.0,92.0,21.0,29.0,22.0,26.0,71.0,83.0
user2513,,54.0,,1.0,57.0,,22.0,24.0,,47.0
user2514,,4.0,88.0,43.0,94.0,27.0,,,73.0,97.0
user2515,,15.0,9.0,,72.0,,59.0,,21.0,80.0
user2516,91.0,22.0,,77.0,6.0,94.0,70.0,92.0,45.0,48.0
user2517,95.0,63.0,31.0,36.0,51.0,,,26.0,13.0,61.0
user2518,94.0,,63.0,10.0,1.0,,,,1.0,64.0
user2519,33.0,18.0,90.0,58.0,54.0,26.0,41.0,,55.0,47.0
user2520,26.0,,85.0,40.0,31.0,21.0,98.0,,97.0,
user2521,19.0,,39.0,21.0,6.0,19.0,,9.0,,18.0
user2522,56.0,58.0,,25.0,45.0,39.0,,45.0,,77.0
user2523,,77.0,74.0,17.0,29.0,,7.0,,84.0,1.0
user2524,12.0,,94.0,95.0,41.0,46.0,75.0,30.0,98.0,10.0
user2525,2.0,92.0,26.0,88.0,,19.0,28.0,31.0,98.0,
user2526,,4.0,,24.0,38.0,2.0,49.0,28.0,18.0,
user2527,47.0,28.0,93.0,24.0,81.0,,,79.0,49.0,100.0
user2528,43.0,77.0,83.0,98.0,94.0,19.0,,,89.0,
user2529,68.0,20.0,61.0,18.0,60.0,69.0,29.0,17.0,52.0,17.0
user2530,58.0,100.0,,47.0,98.0,,4.0,24.0,,82.0
user2531,,72.0,48.0,,43.0,3.0,,40.0,71.0,20.0
user2532,69.0,37.0,18.0,70.0,,80.0,3.0,90.0,79.0,12.0
user2533,71.0,66.0,59.0,30.0,,33.0,,85.0,98.0,
user2534,62.0,,5.0,54.0,6.0,95.0,29.0,64.0,67.0,33.0
user2535,92.0,30.0,32.0,,84.0,53.0,36.0,,95.0,90.0
user2536,37.0,28.0,46.0,,,10.0,,9.0,69.0,49.0
user2537,63.0,33.0,27.0,12.0,94.0,31.0,31.0,41.0,2.0,66.0
user2538,,73.0,,27.0,58.0,16.0,37.0,99.0,40.0,31.0
user2539,53.0,23.0,100.0,69.0,,,,96.0,61.0,98.0
user2540,60.0,,36.0,64.0,92.0,,81.0,37.0,76.0,55.0
user2541,87.0,47.0,83.0,91.0,86.0,98.0,,40.0,19.0,56.0
user2542,69.0,23.0,33.0,48.0,72.0,18.0,19.0,,42.0,7.0
user2543,44.0,,,27.0,,29.0,18.0,100.0,38.0,14.0
user2544,,49.0,,70.0,25.0,36.0,,3.0,,3.0
user2545,86.0,92.0,53.0,13.0,,66.0,74.0,65.0,9.0,14.0
user2546,49.0,84.0,52.0,7.0,20.0,21.0,93.0,4.0,26.0,53.0
user2547,56.0,99.0,40.0,26.0,67.0,51.0,3.0,3.0,14.0,4.0
user2548,63.0,,43.0,13.0,39.0,84.0,,49.0,23.0,42.0
user2549,8.0,9.0,,8.0,56.0,,92.0,,92.0,
user2550,,21.0,83.0,94.0,1.0,,71.0,,78.0,90.0
user2551,,76.0,12.0,42.0,,4.0,95.0,,8.0,
user2552,24.0,100.0,79.0,,8.0,45.0,31.0,39.0,,99.0
user2553,31.0,39.0,,,87.0,,94.0,82.0,,
user2554,33.0,37.0,72.0,21.0,6.0,63.0,93.0,24.0,9.0,16.0
user2555,96.0,61.0,46.0,32.0,,29.0,8.0,,76.0,94.0
user2556,,64.0,57.0,,27.0,95.0,60.0,52.0,2.0,
user2557,54.0,11.0,92.0,29.0,10.0,52.0,6.0,89.0,,
user2558,16.0,,64.0,46.0,96.0,32.0,,,,49.0
user2559,98.0,100.0,62.0,73.0,87.0,63.0,96.0,30.0,30.0,54.0
user2560,79.0,6.0,47.0,86.0,100.0,35.0,83.0,10.0,,41.0
user2561,14.0,18.0,54.0,,54.0,97.0,61.0,52.0,,93.0
user2562,7.0,,48.0,34.0,44.0,44.0,70.0,35.0,67.0,86.0
user2563,48.0,37.0,,92.0,15.0,68.0,100.0,49.0,93.0,21.0
user2564,,100.0,100.0,14.0,84.0,62.0,,,40.0,21.0
user2565,,57.0,18.0,,58.0,20.0,55.0,71.0,72.0,23.0
user2566,50.0,35.0,26.0,33.0,45.0,57.0,,43.0,7.0,88.0
user2567,10.0,26.0,26.0,66.0,27.0,95.0,97.0,66.0,64.0,25.0
user2568,45.0,,,95.0,,,2.0,28.0,59.0,60.0
user2569,39.0,86.0,66.0,15.0,88.0,17.0,21.0,98.0,,74.0
user2570,79.0,88.0,31.0,67.0,20.0,75.0,66.0,24.0,,95.0
user2571,41.0,12.0,39.0,1.0,38.0,53.0,82.0,45.0,10.0,36.0
user2572,59.0,,85.0,8.0,45.0,,73.0,62.0,,71.0
user2573,,13.0,9.0,88.0,83.0,61.0,7.0,,17.0,49.0
user2574,21.0,30.0,,3.0,74.0,62.0,1.0,59.0,8.0,
user2575,39.0,12.0,,28.0,41.0,,10.0,95.0,,
user2576,83.0,94.0,28.0,95.0,20.0,44.0,14.0,,,40.0
user2577,,42.0,72.0,67.0,51.0,43.0,84.0,12.0,24.0,
user2578,88.0,,3.0,63.0,82.0,99.0,75.0,93.0,95.0,67.0
user2579,,95.0,69.0,64.0,20.0,70.0,83.0,3.0,18.0,12.0
user2580,,89.0,,22.0,41.0,74.0,96.0,20.0,4.0,17.0
user2581,41.0,,31.0,,46.0,16.0,95.0,91.0,36.0,
user2582,,12.0,,,,72.0,23.0,16.0,95.0,16.0
user2583,36.0,44.0,62.0,63.0,45.0,53.0,7.0,50.0,,27.0
user2584,80.0,,64.0,52.0,19.0,,,99.0,55.0,73.0
user2585,46.0,,38.0,,11.0,,26.0,,33.0,89.0
user2586,95.0,90.0,42.0,41.0,77.0,8.0,38.0,77.0,,
user2587,98.0,6.0,72.0,66.0,30.0,59.0,100.0,52.0,75.0,14.0
user2588,82.0,28.0,26.0,,82.0,4.0,45.0,27.0,,
user2589,4.0,9.0,,74.0,,36.0,27.0,44.0,88.0,2.0
user2590,82.0,99.0,78.0,,99.0,49.0,,51.0,12.0,49.0
user2591,76.0,11.0,92.0,,11.0,,,74.0,15.0,28.0
user2592,,82.0,43.0,94.0,,41.0,80.0,40.0,19.0,33.0
user2593,,18.0,18.0,17.0,10.0,36.0,42.0,,59.0,
user2594,53.0,95.0,93.0,32.0,19.0,11.0,27.0,33.0,62.0,43.0
user2595,,2.0,73.0,92.0,55.0,68.0,30.0,38.0,,14.0
user2596,32.0,23.0,95.0,43.0,83.0,65.0,,,,23.0
user2597,,51.0,,,13.0,,85.0,,31.0,78.0
user2598,,92.0,52.0,71.0,,69.0,82.0,,65.0,27.0
user2599,18.0,32.0,39.0,,38.0,2.0,88.0,33.0,82.0,42.0
user2600,44.0,,34.0,,52.0,39.0,,,,52.0
user2601,,,16.0,31.0,76.0,57.0,9.0,15.0,,8.0
user2602,,53.0,66.0,45.0,,100.0,36.0,25.0,41.0,76.0
user2603,51.0,80.0,58.0,21.0,,76.0,79.0,79.0,81.0,23.0
user2604,89.0,48.0,,87.0,55.0,33.0,100.0,10.0,96.0,94.0
user2605,44.0,22.0,,74.0,50.0,,,,,4.0
user2606,64.0,,48.0,,72.0,100.0,37.0,61.0,,
user2607,,,49.0,48.0,9.0,,36.0,91.0,72.0,20.0
user2608,,33.0,28.0,12.0,87.0,,69.0,5.0,63.0,6.0
user2609,61.0,,55.0,41.0,63.0,39.0,92.0,,31.0,100.0
user2610,37.0,,48.0,81.0,69.0,90.0,,83.0,44.0,47.0
user2611,12.0,5.0,,88.0,85.0,66.0,67.0,88.0,33.0,45.0
user2612,84.0,80.0,34.0,61.0,36.0,65.0,40.0,37.0,58.0,79.0
user2613,94.0,52.0,49.0,16.0,26.0,61.0,,31.0,22.0,
user2614,29.0,49.0,85.0,15.0,,30.0,,72.0,10.0,52.0
user2615,,98.0,43.0,28.0,80.0,31.0,23.0,49.0,26.0,23.0
user2616,78.0,29.0,,63.0,16.0,93.0,70.0,89.0,92.0,93.0
user2617,81.0,11.0,30.0,35.0,71.0,86.0,23.0,,76.0,
user2618,56.0,,23.0,49.0,86.0,23.0,,84.0,3.0,
user2619,83.0,,,29.0,36.0,14.0,41.0,2.0,,
user2620,67.0,4.0,94.0,43.0,76.0,67.0,57.0,33.0,19.0,43.0
user2621,68.0,90.0,27.0,38.0,21.0,21.0,39.0,100.0,36.0,13.0
user2622,,6.0,,56.0,44.0,75.0,3.0,11.0,27.0,7.0
user2623,32.0,27.0,86.0,38.0,91.0,92.0,,96.0,45.0,64.0
user2624,57.0,47.0,88.0,,63.0,16.0,40.0,17.0,6.0,84.0
user2625,93.0,,,9.0,17.0,18.0,29.0,5.0,54.0,20.0
user2626,64.0,6.0,,72.0,,28.0,28.0,21.0,1.0,12.0
user2627,28.0,,65.0,89.0,32.0,,14.0,79.0,47.0,51.0
user2628,65.0,,100.0,69.0,9.0,,61.0,12.0,76.0,70.0
user2629,47.0,67.0,85.0,60.0,3.0,,,,88.0,
user2630,49.0,44.0,65.0,46.0,27.0,52.0,100.0,39.0,,
user2631,5.0,4.0,84.0,42.0,,21.0,,15.0,97.0,14.0
user2632,81.0,49.0,4.0,66.0,44.0,43.0,15.0,22.0,99.0,56.0
user2633,74.0,5.0,57.0,,48.0,,86.0,23.0,89.0,3.0
user2634,66.0,34.0,82.0,,79.0,15.0,,7.0,18.0,31.0
user2635,46.0,6.0,71.0,49.0,65.0,76.0,25.0,,95.0,
user2636,18.0,59.0,39.0,,98.0,53.0,75.0,92.0,19.0,6.0
user2637,87.0,84.0,70.0,62.0,31.0,,92.0,49.0,93.0,69.0
user2638,,2.0,57.0,26.0,69.0,92.0,65.0,58.0,33.0,
user2639,78.0,25.0,,18.0,,7.0,26.0,8.0,,49.0
user2640,,,,79.0,67.0,,,46.0,,22.0
user2641,90.0,,43.0,98.0,88.0,24.0,99.0,10.0,,76.0
user2642,26.0,6.0,100.0,71.0,51.0,55.0,36.0,82.0,,23.0
user2643,97.0,86.0,58.0,99.0,90.0,18.0,16.0,8.0,39.0,10.0
user2644,18.0,14.0,15.0,63.0,5.0,11.0,8.0,62.0,89.0,
user2645,85.0,49.0,86.0,,,22.0,49.0,82.0,80.0,80.0
user2646,83.0,9.0,89.0,42.0,2.0,,51.0,4.0,,76.0
user2647,88.0,2.0,29.0,45.0,93.0,80.0,89.0,19.0,98.0,4.0
user2648,72.0,4.0,30.0,86.0,59.0,4.0,58.0,57.0,4.0,82.0
user2649,54.0,63.0,82.0,36.0,36.0,37.0,,72.0,80.0,4.0
user2650,55.0,,95.0,18.0,19.0,14.0,23.0,,18.0,92.0
user2651,99.0,90.0,22.0,18.0,13.0,35.0,70.0,14.0,68.0,41.0
user2652,75.0,33.0,,69.0,96.0,41.0,,96.0,,
user2653,,49.0,46.0,,28.0,17.0,63.0,43.0,61.0,34.0
user2654,100.0,37.0,6.0,57.0,29.0,56.0,10.0,31.0,59.0,21.0
user2655,49.0,36.0,34.0,65.0,,92.0,59.0,58.0,19.0,97.0
user2656,84.0,29.0,37.0,87.0,,,53.0,,71.0,69.0
user2657,92.0,50.0,27.0,73.0,74.0,98.0,1.0,95.0,71.0,63.0
user2658,72.0,81.0,27.0,32.0,5.0,48.0,76.0,41.0,63.0,41.0
user2659,90.0,99.0,,85.0,99.0,,52.0,32.0,17.0,19.0
user2660,30.0,72.0,,95.0,66.0,,5.0,94.0,,74.0
user2661,,,62.0,97.0,30.0,8.0,47.0,14.0,53.0,7.0
user2662,17.0,36.0,58.0,7.0,6.0,28.0,,79.0,,
user2663,,99.0,96.0,,97.0,30.0,52.0,90.0,24.0,
user2664,,22.0,88.0,98.0,97.0,59.0,18.0,77.0,74.0,71.0
user2665,36.0,,7.0,99.0,67.0,80.0,76.0,20.0,89.0,
user2666,63.0,,,,67.0,21.0,,,,37.0
user2667,41.0,,94.0,41.0,100.0,95.0,,42.0,10.0,63.0
user2668,27.0,26.0,52.0,65.0,81.0,68.0,22.0,2.0,,84.0
user2669,,85.0,40.0,7.0,66.0,76.0,57.0,30.0,18.0,91.0
user2670,,43.0,94.0,,,,54.0,30.0,43.0,
user2671,7.0,72.0,5.0,89.0,14.0,75.0,,37.0,64.0,53.0
user2672,,,,13.0,7.0,34.0,11.0,3.0,25.0,81.0
user2673,70.0,,39.0,58.0,22.0,15.0,42.0,7.0,28.0,
user2674,73.0,63.0,21.0,32.0,67.0,73.0,,,29.0,82.0
user2675,60.0,46.0,,38.0,22.0,,94.0,20.0,60.0,83.0
user2676,92.0,59.0,,,72.0,78.0,,65.0,56.0,
user2677,60.0,44.0,20.0,,,,40.0,,14.0,27.0
user2678,,,45.0,13.0,46.0,,30.0,2.0,72.0,42.0
user2679,70.0,38.0,34.0,6.0,25.0,67.0,60.0,13.0,77.0,
user2680,62.0,16.0,4.0,89.0,91.0,21.0,7.0,39.0,27.0,87.0
user2681,,,29.0,60.0,28.0,12.0,,20.0,,
user2682,82.0,,96.0,,18.0,85.0,,22.0,74.0,
user2683,93.0,61.0,94.0,50.0,27.0,,13.0,20.0,,74.0
user2684,,,,58.0,31.0,34.0,49.0,71.0,51.0,62.0
user2685,99.0,,83.0,82.0,69.0,57.0,13.0,63.0,53.0,2.0
user2686,51.0,68.0,25.0,,38.0,,20.0,48.0,60.0,44.0
user2687,,,9.0,,,32.0,,63.0,90.0,29.0
user2688,55.0,58.0,,23.0,22.0,67.0,29.0,25.0,36.0,
user2689,37.0,46.0,37.0,,44.0,,,75.0,36.0,90.0
user2690,42.0,56.0,91.0,1.0,93.0,42.0,,91.0,3.0,37.0
user2691,87.0,74.0,,31.0,39.0,,49.0,56.0,79.0,47.0
user2692,61.0,65.0,53.0,71.0,55.0,89.0,16.0,18.0,71.0,69.0
user2693,,3.0,,84.0,21.0,52.0,78.0,54.0,81.0,97.0
user2694,,87.0,,73.0,27.0,,4.0,68.0,90.0,85.0
user2695,,95.0,94.0,64.0,65.0,68.0,87.0,17.0,68.0,4.0
user2696,,66.0,33.0,1.0,60.0,78.0,42.0,11.0,15.0,70.0
user2697,13.0,,87.0,21.0,,7.0,21.0,44.0,82.0,25.0
user2698,30.0,,88.0,1.0,40.0,13.0,45.0,,40.0,21.0
user2699,11.0,93.0,,53.0,53.0,,,41.0,34.0,84.0
user2700,85.0,2.0,21.0,52.0,64.0,58.0,27.0,24.0,46.0,79.0
user2701,,36.0,,,43.0,,39.0,,1.0,83.0
user2702,41.0,1.0,57.0,55.0,2.0,82.0,25.0,47.0,4.0,60.0
user2703,49.0,48.0,,37.0,,,50.0,46.0,32.0,57.0
user2704,12.0,8.0,65.0,41.0,71.0,91.0,,61.0,44.0,31.0
user2705,,70.0,80.0,13.0,,31.0,85.0,,25.0,
user2706,6.0,8.0,,73.0,50.0,2.0,13.0,8.0,92.0,
user2707,29.0,69.0,37.0,44.0,,60.0,,98.0,52.0,35.0
user2708,81.0,87.0,31.0,59.0,57.0,,,78.0,97.0,51.0
user2709,75.0,49.0,88.0,28.0,36.0,71.0,25.0,73.0,21.0,35.0
user2710,,46.0,99.0,22.0,60.0,5.0,24.0,5.0,46.0,20.0
user2711,,,,96.0,61.0,,98.0,83.0,66.0,
user2712,81.0,,79.0,60.0,28.0,,,,,5.0
user2713,66.0,97.0,48.0,,31.0,2.0,100.0,,99.0,75.0
user2714,,12.0,78.0,17.0,20.0,47.0,92.0,22.0,60.0,78.0
user2715,73.0,81.0,24.0,62.0,67.0,,,63.0,80.0,96.0
user2716,2.0,86.0,88.0,99.0,81.0,84.0,92.0,29.0,17.0,7.0
user2717,17.0,30.0,25.0,,27.0,81.0,91.0,60.0,68.0,
user2718,,63.0,53.0,18.0,50.0,15.0,20.0,3.0,,
user2719,100.0,,20.0,44.0,78.0,,36.0,19.0,67.0,56.0
user2720,14.0,98.0,61.0,,,46.0,43.0,38.0,32.0,18.0
user2721,,68.0,95.0,3.0,77.0,4.0,63.0,9.0,,
user2722,98.0,85.0,30.0,,91.0,53.0,21.0,45.0,,17.0
user2723,72.0,42.0,95.0,75.0,24.0,53.0,78.0,73.0,12.0,10.0
user2724,12.0,18.0,,,19.0,28.0,99.0,67.0,,59.0
user2725,85.0,,19.0,,11.0,19.0,,71.0,2.0,27.0
user2726,46.0,23.0,51.0,45.0,56.0,,98.0,23.0,,67.0
user2727,,87.0,94.0,34.0,100.0,,1.0,90.0,7.0,8.0
user2728,,34.0,26.0,43.0,17.0,53.0,87.0,60.0,,35.0
user2729,95.0,,32.0,,100.0,42.0,73.0,12.0,89.0,86.0
user2730,46.0,34.0,12.0,,68.0,9.0,47.0,,20.0,32.0
user2731,,86.0,69.0,37.0,34.0,87.0,81.0,4.0,6.0,92.0
user2732,54.0,32.0,11.0,,11.0,12.0,70.0,39.0,27.0,50.0
user2733,,76.0,53.0,51.0,32.0,23.0,62.0,95.0,,66.0
user2734,91.0,,48.0,32.0,23.0,8.0,55.0,78.0,41.0,25.0
user2735,,,19.0,60.0,28.0,,56.0,66.0,41.0,27.0
user2736,6.0,65.0,24.0,,11.0,51.0,,43.0,28.0,13.0
user2737,92.0,,93.0,27.0,84.0,57.0,18.0,3.0,99.0,26.0
user2738,50.0,78.0,63.0,63.0,7.0,30.0,96.0,,89.0,79.0
user2739,2.0,34.0,85.0,39.0,77.0,,40.0,97.0,15.0,6.0
user2740,6.0,46.0,18.0,38.0,11.0,10.0,4.0,84.0,87.0,5.0
user2741,19.0,58.0,25.0,55.0,81.0,6.0,,14.0,67.0,62.0
user2742,10.0,24.0,,,,70.0,5.0,27.0,44.0,22.0
user2743,62.0,,64.0,55.0,,38.0,62.0,15.0,24.0,61.0
user2744,51.0,12.0,8.0,76.0,76.0,29.0,88.0,80.0,82.0,80.0
user2745,78.0,,42.0,,41.0,,99.0,32.0,56.0,
user2746,63.0,93.0,56.0,77.0,,80.0,,31.0,83.0,65.0
user2747,31.0,17.0,46.0,,84.0,95.0,,47.0,9.0,55.0
user2748,94.0,,22.0,68.0,9.0,61.0,29.0,,,20.0
user2749,90.0,30.0,22.0,65.0,10.0,96.0,20.0,86.0,54.0,
user2750,69.0,93.0,65.0,90.0,85.0,10.0,16.0,36.0,14.0,
user2751,92.0,8.0,14.0,62.0,90.0,,13.0,57.0,,69.0
user2752,100.0,45.0,21.0,67.0,,,,3.0,71.0,93.0
user2753,23.0,21.0,46.0,16.0,16.0,66.0,88.0,82.0,55.0,74.0
user2754,,44.0,79.0,81.0,44.0,90.0,19.0,98.0,64.0,72.0
user2755,39.0,56.0,29.0,3.0,,84.0,5.0,22.0,68.0,
user2756,54.0,6.0,,97.0,60.0,32.0,58.0,22.0,80.0,17.0
user2757,93.0,81.0,53.0,,92.0,,5.0,,8.0,32.0
user2758,,,,62.0,88.0,6.0,5.0,,73.0,93.0
user2759,92.0,,80.0,10.0,28.0,,,83.0,,92.0
user2760,,43.0,30.0,9.0,,22.0,56.0,11.0,69.0,
user2761,94.0,,6.0,15.0,96.0,51.0,63.0,43.0,60.0,
user2762,82.0,95.0,84.0,10.0,56.0,,37.0,83.0,74.0,62.0
user2763,38.0,27.0,79.0,56.0,85.0,37.0,76.0,14.0,33.0,17.0
user2764,8.0,64.0,12.0,47.0,51.0,43.0,22.0,17.0,,26.0
user2765,30.0,52.0,,42.0,31.0,,91.0,18.0,,31.0
user2766,,15.0,71.0,77.0,75.0,41.0,2.0,91.0,,25.0
user2767,,44.0,,30.0,42.0,53.0,41.0,8.0,,72.0
user2768,97.0,1.0,21.0,88.0,72.0,52.0,66.0,,29.0,13.0
user2769,98.0,14.0,5.0,18.0,89.0,48.0,6.0,81.0,10.0,76.0
user2770,35.0,75.0,46.0,91.0,,9.0,10.0,38.0,86.0,72.0
user2771,75.0,,13.0,89.0,63.0,56.0,50.0,39.0,83.0,45.0
user2772,68.0,74.0,72.0,82.0,8.0,56.0,61.0,9.0,92.0,50.0
user2773,15.0,,7.0,16.0,47.0,83.0,82.0,,75.0,
user2774,50.0,24.0,,66.0,84.0,53.0,57.0,,86.0,
user2775,,63.0,98.0,,87.0,84.0,46.0,,98.0,31.0
user2776,51.0,41.0,,50.0,47.0,41.0,45.0,42.0,57.0,
user2777,44.0,99.0,,63.0,49.0,47.0,34.0,74.0,61.0,
user2778,73.0,20.0,44.0,46.0,87.0,,5.0,76.0,66.0,
user2779,21.0,30.0,78.0,,35.0,90.0,26.0,,87.0,66.0
user2780,61.0,18.0,98.0,37.0,98.0,,93.0,16.0,16.0,
user2781,34.0,33.0,10.0,,55.0,83.0,75.0,,,
user2782,,47.0,43.0,77.0,88.0,29.0,86.0,42.0,83.0,62.0
user2783,86.0,66.0,30.0,,74.0,14.0,59.0,18.0,81.0,35.0
user2784,40.0,,7.0,,91.0,,3.0,,98.0,35.0
user2785,66.0,97.0,,39.0,,6.0,58.0,,81.0,86.0
user2786,10.0,24.0,50.0,19.0,79.0,,4.0,45.0,32.0,96.0
user2787,,54.0,42.0,19.0,56.0,62.0,,8.0,99.0,95.0
user2788,96.0,46.0,20.0,,51.0,76.0,27.0,88.0,49.0,84.0
user2789,45.0,41.0,48.0,24.0,24.0,47.0,38.0,50.0,97.0,43.0
user2790,80.0,,85.0,,8.0,80.0,12.0,57.0,91.0,3.0
user2791,99.0,69.0,14.0,,5.0,6.0,,89.0,,64.0
user2792,27.0,8.0,59.0,56.0,12.0,17.0,3.0,24.0,66.0,77.0
